Unique_ID,Ticker,Company Name,Exchange,Fiscal_Year,Fiscal_Quarter,Quarter_End_Date,Currency,Q_Revenue,Q_R&D,Q_SG&A,Q_Cash,Market_Cap,Is_Historical_Baseline,Reporting_Standard,USD_Converted_Flag,Source,Fetch_Date
CMP-044,NOVN.SW,Chinook Therapeutics Inc.,EBS,2025.0,2025Q2,30/06/2025,CHF,16764.68,3081.51,3889.46,7521.28,,True,GAAP,True,yfinance_fetch,13/05/2026
CMP-044,NOVN.SW,Chinook Therapeutics Inc.,EBS,2025.0,2025Q1,31/03/2025,CHF,15390.6,2673.58,3455.54,7984.58,,True,GAAP,True,yfinance_fetch,13/05/2026
CMP-045,JAZZ,Jazz Pharmaceuticals plc,NASDAQ,2026.0,2026Q1,31/03/2026,USD,1068.9,196.0,352.7,1844.3,,False,GAAP,False,yfinance_fetch,13/05/2026
CMP-045,JAZZ,Jazz Pharmaceuticals plc,NASDAQ,2025.0,2025Q4,31/12/2025,USD,1197.93,213.91,406.21,1391.9,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-045,JAZZ,Jazz Pharmaceuticals plc,NASDAQ,2025.0,2025Q3,30/09/2025,USD,1126.11,198.2,530.65,1326.07,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-045,JAZZ,Jazz Pharmaceuticals plc,NASDAQ,2025.0,2025Q2,30/06/2025,USD,1045.71,189.97,358.4,1189.88,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-045,JAZZ,Jazz Pharmaceuticals plc,NASDAQ,2025.0,2025Q1,31/03/2025,USD,897.8,180.7,514.0,1861.95,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-046,TSM,"Shenzhen Eureka Biotechnology Co., Limited",NYSE,2026.0,2026Q1,31/03/2026,USD,,,,2767856.4,,False,GAAP,False,yfinance_fetch,13/05/2026
CMP-046,TSM,"Shenzhen Eureka Biotechnology Co., Limited",NYSE,2025.0,2025Q4,31/12/2025,USD,1046090.45,64857.74,23333.02,2767856.4,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-046,TSM,"Shenzhen Eureka Biotechnology Co., Limited",NYSE,2025.0,2025Q3,30/09/2025,USD,989918.32,63742.24,24022.2,2470759.38,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-046,TSM,"Shenzhen Eureka Biotechnology Co., Limited",NYSE,2025.0,2025Q2,30/06/2025,USD,933791.87,,23228.62,2364524.34,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-046,TSM,"Shenzhen Eureka Biotechnology Co., Limited",NYSE,2025.0,2025Q1,31/03/2025,USD,839253.66,56547.49,28638.56,2394804.25,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-047,DHR,Cytiva,NASDAQ,2026.0,2026Q1,31/03/2026,USD,5951.0,387.0,1860.0,5701.0,,False,GAAP,False,yfinance_fetch,13/05/2026
CMP-047,DHR,Cytiva,NASDAQ,2025.0,2025Q4,31/12/2025,USD,6838.0,438.0,2026.0,4615.0,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-047,DHR,Cytiva,NASDAQ,2025.0,2025Q3,30/09/2025,USD,6053.0,378.0,1991.0,1528.0,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-047,DHR,Cytiva,NASDAQ,2025.0,2025Q2,30/06/2025,USD,5936.0,403.0,2360.0,2957.0,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-047,DHR,Cytiva,NASDAQ,2025.0,2025Q1,31/03/2025,USD,5741.0,379.0,1858.0,1993.0,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-048,BMRN,BioMarin Pharmaceutical,NASDAQ,2026.0,2026Q1,31/03/2026,USD,766.21,178.8,258.3,2222.44,,False,GAAP,False,yfinance_fetch,13/05/2026
CMP-048,BMRN,BioMarin Pharmaceutical,NASDAQ,2025.0,2025Q4,31/12/2025,USD,874.56,192.41,446.2,1311.68,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-048,BMRN,BioMarin Pharmaceutical,NASDAQ,2025.0,2025Q3,30/09/2025,USD,776.13,409.48,268.4,1250.11,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-048,BMRN,BioMarin Pharmaceutical,NASDAQ,2025.0,2025Q2,30/06/2025,USD,825.41,161.31,232.3,1213.82,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-048,BMRN,BioMarin Pharmaceutical,NASDAQ,2025.0,2025Q1,31/03/2025,USD,745.14,158.73,206.1,1048.8,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-049,ELAN,Elanco Animal Health Incorporated,NYSE,2026.0,2026Q1,31/03/2026,USD,1371.0,97.0,381.0,428.0,,False,GAAP,False,yfinance_fetch,13/05/2026
CMP-049,ELAN,Elanco Animal Health Incorporated,NYSE,2025.0,2025Q4,31/12/2025,USD,1144.0,93.0,338.0,545.0,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-049,ELAN,Elanco Animal Health Incorporated,NYSE,2025.0,2025Q3,30/09/2025,USD,1137.0,89.0,351.0,505.0,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-049,ELAN,Elanco Animal Health Incorporated,NYSE,2025.0,2025Q2,30/06/2025,USD,1241.0,92.0,400.0,539.0,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-049,ELAN,Elanco Animal Health Incorporated,NYSE,2025.0,2025Q1,31/03/2025,USD,1193.0,94.0,341.0,487.0,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-050,INSM,Insmed,NASDAQ,2026.0,2026Q1,31/03/2026,USD,305.96,209.49,247.26,582.19,23.73,,GAAP,False,SEC_EDGAR,11/05/2026
CMP-050,INSM,Insmed,NASDAQ,2025.0,2025Q4,31/12/2025,USD,263.84,254.91,212.48,510.44,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-050,INSM,Insmed,NASDAQ,2025.0,2025Q3,30/09/2025,USD,142.34,186.42,186.38,334.76,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-050,INSM,Insmed,NASDAQ,2025.0,2025Q2,30/06/2025,USD,107.42,177.19,154.76,1284.32,,True,GAAP,False,yfinance_fetch,13/05/2026
CMP-050,INSM,Insmed,NASDAQ,2025.0,2025Q1,31/03/2025,USD,92.82,152.58,147.54,403.25,,True,GAAP,False,yfinance_fetch,13/05/2026
